alloy,Nb,Si,Ti,Al,Cr,Hf,Zr,Mo,V,W,Ta,Sn,VEC,x,Δx,ΔHmix,ΔSmix,ΔG,Tm,ΔTm,ρ,r,am,Δa,δ,Ω,Λ,mean_Molar Magnetic Susceptibility,mean_Neutron Cross Section,mean_Neutron Mass Absorption,mean_Space Group Number,mean_Speed of Sound,mean_A1 atomic number,mean_A6 atomic weight,mean_C1 temperature melting,mean_C12 modulus Young,mean_C2 temperature boiling,mean_C3 enthalpy vaporization,mean_C4 enthalpy melting,mean_C5 enthalpy atomization,mean_E13 Electron affinity,mean_E2 electronegativity (Pauling),mean_Electrophilicity Index,mean_Glawe Number,mean_Mass Magnetic Susceptibility,mean_S10 Lattice Constants a,mean_S11 Lattice Constants b,mean_S12 Lattice Constants c,mean_S13 radii atomic (coordination number 12) (pm),mean_S3 radii covalent,mean_Volume Magnetic Susceptibility,mean_共价半径 Pyykko(Double Bond) (pm),mean_共价半径 Pyykko(Single Bond) (pm),mean_共价半径 Pyykko(Triple Bond) (pm),mean_密度,mean_摩尔体积(cm3/mol),mean_摩尔热容(J/mol/k),mean_比热容J/g/k,mean_热导率W/(mk),mean_热膨胀(1/k),mean_电导率(MS/m),mean_电阻率(mΩ),mean_莫氏硬度(MPa),mean_金属半径 12 Neighbors(pm),mean_金属半径(pm),var_Molar Magnetic Susceptibility,var_Neutron Cross Section,var_Neutron Mass Absorption,var_Space Group Number,var_Speed of Sound,var_A1 atomic number,var_A6 atomic weight,var_C1 temperature melting,var_C12 modulus Young,var_C2 temperature boiling,var_C3 enthalpy vaporization,var_C4 enthalpy melting,var_C5 enthalpy atomization,var_E13 Electron affinity,var_E2 electronegativity (Pauling),var_Electrophilicity Index,var_Glawe Number,var_Mass Magnetic Susceptibility,var_S10 Lattice Constants a,var_S11 Lattice Constants b,var_S12 Lattice Constants c,var_S13 radii atomic (coordination number 12) (pm),var_S3 radii covalent,var_Volume Magnetic Susceptibility,var_共价半径 Pyykko(Double Bond) (pm),var_共价半径 Pyykko(Single Bond) (pm),var_共价半径 Pyykko(Triple Bond) (pm),var_密度,var_摩尔体积(cm3/mol),var_摩尔热容(J/mol/k),var_比热容J/g/k,var_热导率W/(mk),var_热膨胀(1/k),var_电导率(MS/m),var_电阻率(mΩ),var_莫氏硬度(MPa),var_金属半径 12 Neighbors(pm),var_金属半径(pm),KQ,
alloy73,47.2,16,24.7,1.9,2,6.2,2,0,0,0,0,0,4.493,1.61057,14.93,-32.48813,11.616,-59.01953864,2284.04,770.65,6.484976,1.3753,376.9306,96.7107,9.9524,0.816649301,0.117273789,1.814651,8.594167,0.0031728,217.089,3495.46,33.017,74.61198687,2306.61493,98.838,4262.904,545.8501,27.95365,599.5845,66.8079,1.61057,1.196349,57.875,24.3787,355.52369,355.52369,413.69992,177.266,154.117,0.000169206,119.862,138.874,111.901,6.681609,11.1150754,23.99652,0.408692,62.8567,7.0025E-06,4.91266,0.0001602,6.01725,145.636,131.155,0.920488689,606.7457011,3.67941E-05,262.097079,556137.5884,222.356711,1408.8835,226484.2823,1231.529756,683222.2628,18683.97944,112.0091192,18152.05748,2056.632688,0.022289375,0.073262273,153.895375,210.9651163,7059.717628,7059.717628,7721.584023,1050.249244,413.271311,8.52139E-09,48.542956,141.024124,36.953199,8.912013694,1.05678416,3.51640225,0.036940655,2367.419615,8.8944E-12,28.07218188,1.34336E-07,0.400889938,31.403504,53.792975,15.39,"Q. Wang, X. Wang, R. Chen, Z. Zhou, Y. Su, H. Fu, Improvement of microstructure and fracture toughness of MASC alloy by element substitution of Zr for Hf, J. Alloys Compd. 892 (2022) 162127."
alloy74,47.2,16,24.7,1.9,2,4.2,4,0,0,0,0,0,4.493,1.61117,14.81,-32.50405,11.7096,-59.16306213,2276.68,770.18,6.322942,1.3758,377.0018,96.6698,10.0057,0.82017509,0.116962625,1.826331,6.517847,0.002786,217.089,3511.26,32.377,72.86666687,2299.05493,98.638,4259.024,545.6901,27.83565,599.4165,67.6299,1.61117,1.199269,57.855,24.6087,355.59489,355.59489,413.89172,177.226,154.117,0.000169976,119.842,138.914,111.881,6.545629,11.1270914,23.98912,0.411372,62.8507,6.9985E-06,4.89466,0.000160202,6.00725,145.656,131.175,0.906881699,421.8037552,3.11077E-05,262.097079,553029.4124,192.528871,1195.543706,226270.1064,1241.824956,679202.3034,18675.90587,113.3648566,18147.11845,1979.909016,0.021934331,0.071704109,154.229975,204.7810143,7054.856193,7054.856193,7758.451505,1047.868924,413.271311,8.39843E-09,48.237036,142.152604,36.568839,8.015393937,1.119015423,3.493429986,0.035873844,2367.89966,8.90401E-12,28.14611364,1.34335E-07,0.416134938,31.957664,54.326375,16.03,"Q. Wang, X. Wang, R. Chen, Z. Zhou, Y. Su, H. Fu, Improvement of microstructure and fracture toughness of MASC alloy by element substitution of Zr for Hf, J. Alloys Compd. 892 (2022) 162127."
alloy75,47.2,16,24.7,1.9,2,2.2,6,0,0,0,0,0,4.493,1.61177,14.69,-32.51997,11.6337,-58.92055808,2269.32,769.6,6.161253,1.3763,377.073,96.6289,10.0585,0.811826951,0.114987709,1.838011,4.441527,0.0023992,217.089,3527.06,31.737,71.12134687,2291.49493,98.438,4255.144,545.5301,27.71765,599.2485,68.4519,1.61177,1.202189,57.835,24.8387,355.66609,355.66609,414.08352,177.186,154.117,0.000170746,119.822,138.954,111.861,6.409649,11.1391074,23.98172,0.414052,62.8447,6.9945E-06,4.87666,0.000160204,5.99725,145.676,131.195,0.893001864,228.2395997,2.5122E-05,262.097079,549421.9564,161.881831,976.1116273,225941.6234,1252.040156,675152.2353,18667.7811,114.692746,18142.12297,1901.833976,0.021578567,0.070128891,154.563775,198.4911123,7049.98462,7049.98462,7795.245412,1045.485404,413.271311,8.27429E-09,47.930316,143.277884,36.183679,7.08179306,1.180957917,3.470348202,0.034792667,2368.379632,8.91358E-12,28.2193974,1.34335E-07,0.431179938,32.511024,54.858975,16.12,"Q. Wang, X. Wang, R. Chen, Z. Zhou, Y. Su, H. Fu, Improvement of microstructure and fracture toughness of MASC alloy by element substitution of Zr for Hf, J. Alloys Compd. 892 (2022) 162127."
alloy76,47.2,16,24.7,1.9,2,0,8.2,0,0,0,0,0,4.493,1.61243,14.556,-32.51409,11.2372,-57.92398376,2261.23,768.83,5.983793,1.3768,377.1514,96.5837,10.116,0.781504073,0.10980964,1.850859,2.157575,0.00197372,217.089,3544.44,31.033,69.20149487,2283.17893,98.218,4250.876,545.3541,27.58785,599.0637,69.3561,1.61243,1.205401,57.813,25.0917,355.74441,355.74441,414.2945,177.142,154.117,0.000171593,119.8,138.998,111.839,6.260071,11.152325,23.97358,0.417,62.8381,6.9901E-06,4.85686,0.000160207,5.98625,145.698,131.217,0.877418911,5.360376762,1.81922E-05,262.097079,544877.0864,127.223911,727.6997533,225448.2672,1263.184476,670662.3846,18658.78472,116.1212599,18136.56274,1814.390603,0.021186395,0.068376456,154.930031,191.4500211,7044.614178,7044.614178,7835.633731,1042.859836,413.271311,8.13637E-09,47.592,144.511996,35.759079,6.0121189,1.248761133,3.444831744,0.033586782,2368.907518,8.92407E-12,28.2992611,1.34334E-07,0.447498438,33.118796,55.443911,16.29,"Q. Wang, X. Wang, R. Chen, Z. Zhou, Y. Su, H. Fu, Improvement of microstructure and fracture toughness of MASC alloy by element substitution of Zr for Hf, J. Alloys Compd. 892 (2022) 162127."
alloy77,60,16,24,0,0,0,0,0,0,0,0,0,4.6,1.6336,11.889,-30.4896,7.8336,-49.17986458,2385.91,726.14,6.530818,1.3928,355.7376,83.0386,7.5769,0.613004584,0.13645149,1.989376,2.18056,0.001328,220.28,3433.6,32.12,71.725502,2385.76,98.36,4372.28,570.704,28.688,625.32,74.86,1.6336,1.23804,57.64,25.928,355.9536,355.9536,397.5864,178.8,154.56,0.000184971,120.2,139.4,111.84,6.59648,10.98228,23.94064,0.39844,61.316,0.00000686,4.62016,0.000160186,6.08,144.96,130.8,0.858680332,4.973467046,2.98522E-06,218.6016,364535.04,124.4256,710.5111962,205199.7024,523.1904,637873.6416,18068.96678,102.425856,17443.2576,1713.6024,0.01413504,0.062077238,143.2704,171.126816,6884.339879,6884.339879,7304.414831,958.56,364.1664,7.32588E-09,44.16,125.04,29.4144,6.29714737,0.227075002,3.31934375,0.030138566,1637.828544,3.7464E-12,7.088121734,1.3434E-07,0.0336,9.3984,36.96,7.03,"Y. Qiao, X. Guo, Y. Zeng, Study of the effects of Zr addition on the microstructure and properties of Nb-Ti-Si based ultrahigh temperature alloys, Intermetallics 88 (2017) 19-27."
alloy78,56,16,24,0,0,0,4,0,0,0,0,0,4.56,1.6228,13.289,-30.9248,9.0554,-52.30487106,2361.03,722.52,6.450223,1.3997,355.464,83.134,8.0839,0.691356809,0.138568901,1.948176,2.14192,0.0013384,218.88,3446.4,32.08,71.6582072,2360.88,96.88,4358.88,566.184,28.384,620.4,73.06,1.6228,1.22776,57.48,25.496,355.6656,355.6656,404.9584,179.12,155,0.000179851,120.28,139.68,112.04,6.51412,11.10908,23.97104,0.39896,60.076,0.000006796,4.44816,0.000160197,6.04,145.52,131.24,0.852399475,5.088941914,2.96851E-06,241.2256,369655.04,123.7536,707.7691578,201931.4656,556.1056,624904.5856,17571.26054,105.791744,16964.64,1750.8984,0.01766016,0.064141462,145.3696,174.161184,6901.049409,6901.049409,7618.131765,973.3056,377.12,7.42225E-09,45.0816,131.1776,32.0384,6.134865226,0.577124154,3.381612678,0.030006278,1693.618624,3.78838E-12,7.082672774,1.34337E-07,0.0784,18.0896,44.4224,7.21,"Y. Qiao, X. Guo, Y. Zeng, Study of the effects of Zr addition on the microstructure and properties of Nb-Ti-Si based ultrahigh temperature alloys, Intermetallics 88 (2017) 19-27."
alloy79,52,16,24,0,0,0,8,0,0,0,0,0,4.52,1.612,14.475,-31.4112,9.7924,-54.28771526,2336.15,717.48,6.371446,1.4067,355.1904,83.2285,8.5228,0.728291669,0.134810758,1.906976,2.10328,0.0013488,217.48,3459.2,32.04,71.5909124,2336,95.4,4345.48,561.664,28.08,615.48,71.26,1.612,1.21748,57.32,25.064,355.3776,355.3776,412.3304,179.44,155.44,0.000174731,120.36,139.96,112.24,6.43176,11.23588,24.00144,0.39948,58.836,0.000006732,4.27616,0.000160208,6,146.08,131.68,0.842723737,5.201430682,2.95159E-06,259.9296,374447.36,123.0784,705.0180622,197425.2,584.64,611576.4096,17032.6935,108.9728,16437.6096,1781.7144,0.020952,0.06599433,147.4176,176.822304,6917.59305,6917.59305,7823.155932,987.8464,389.6864,7.46619E-09,45.9904,137.1584,34.5824,5.959016742,0.895016826,3.442033286,0.02987345,1746.333504,3.82218E-12,7.018055814,1.34334E-07,0.12,26.1536,51.4976,10.49,"Y. Qiao, X. Guo, Y. Zeng, Study of the effects of Zr addition on the microstructure and properties of Nb-Ti-Si based ultrahigh temperature alloys, Intermetallics 88 (2017) 19-27."
alloy80,44,16,24,0,0,0,16,0,0,0,0,0,4.44,1.5904,16.382,-30.1824,10.7264,-54.7071337,2286.39,702.92,6.219109,1.4206,354.6432,83.4143,9.2381,0.812550814,0.125686511,1.824576,2.026,0.0013696,214.68,3484.8,31.96,71.4563228,2286.24,92.44,4318.68,552.624,27.472,605.64,67.66,1.5904,1.19692,57,24.2,354.8016,354.8016,427.0744,180.08,156.32,0.000164491,120.52,140.52,112.64,6.26704,11.48948,24.06224,0.40052,56.356,0.000006604,3.93216,0.000160229,5.92,147.2,132.56,0.813187622,5.41744992,2.91709E-06,285.5776,383048.96,121.7184,699.4886995,184698.5824,628.5664,583842.6976,15832.97702,114.780416,15238.3104,1823.9064,0.02683584,0.069065994,151.36,181.0248,6950.182669,6950.182669,7907.125961,1016.3136,413.6576,7.39679E-09,47.7696,148.6496,39.4304,5.566620758,1.43433273,3.557329542,0.02960617,1842.537664,3.86518E-12,6.711317894,1.34327E-07,0.1936,40.4,64.4864,12.47,"Y. Qiao, X. Guo, Y. Zeng, Study of the effects of Zr addition on the microstructure and properties of Nb-Ti-Si based ultrahigh temperature alloys, Intermetallics 88 (2017) 19-27."
alloy81,60,16,16,0,0,0,8,0,0,0,0,0,4.6,1.6168,14.327,-30.208,9.1037,-52.06480022,2400.87,714.13,6.681752,1.404,357.9872,81.7355,8.4757,0.723543439,0.126726309,1.958256,1.70728,0.0010288,220.28,3406.4,33.56,75.194062,2400.72,94.52,4462.04,582.256,28.72,636.28,77.54,1.6168,1.24764,57.48,24.064,358.2032,358.2032,401.2784,181.2,155.76,0.000179235,121,140.84,112.88,6.7568,11.25348,23.96464,0.37884,61.38,0.000006628,4.61216,0.000160188,6,146,131.84,0.87419776,3.839412442,2.17642E-06,218.6016,334615.04,119.1264,683.3573522,194466.2016,557.2896,584706.9984,16181.83206,101.8048,15485.8016,1435.6864,0.02052576,0.05633951,145.6896,158.250304,6668.65543,6668.65543,7985.164989,1011.36,393.7824,7.75325E-09,46.4,139.0944,33.8656,5.92275528,0.87693529,3.37969703,0.029673654,1632.8304,3.55802E-12,7.122780294,1.3434E-07,0.12,26.08,51.8944,8.15,"Y. Qiao, X. Guo, Y. Zeng, Study of the effects of Zr addition on the microstructure and properties of Nb-Ti-Si based ultrahigh temperature alloys, Intermetallics 88 (2017) 19-27."
alloy82,60,16,8,0,0,0,16,0,0,0,0,0,4.6,1.6,16.233,-30.7456,9.1037,-52.73859157,2415.83,701.27,6.825586,1.4153,360.2368,80.3484,9.194,0.715321593,0.107698323,1.927136,1.234,0.0007296,220.28,3379.2,35,78.662622,2415.68,90.68,4551.8,593.808,28.752,647.24,80.22,1.6,1.25724,57.32,22.2,360.4528,360.4528,404.9704,183.6,156.96,0.000173499,121.8,142.28,113.92,6.91712,11.52468,23.98864,0.35924,61.444,0.000006396,4.60416,0.000160189,5.92,147.04,132.88,0.887778279,2.25736992,1.18858E-06,218.6016,303215.36,109.68,632.1416913,183285.0976,561.8976,515426.64,14027.79994,101.181696,13288.1024,1143.4056,0.026352,0.050417462,148.0576,138.4248,6442.84958,6442.84958,8638.65342,1052.64,420.5184,8.11481E-09,47.36,149.0016,36.1536,5.496958186,1.379696698,3.43889831,0.028440422,1627.824064,3.26198E-12,7.157310854,1.34339E-07,0.1936,40.5984,64.6656,8.6,"Y. Qiao, X. Guo, Y. Zeng, Study of the effects of Zr addition on the microstructure and properties of Nb-Ti-Si based ultrahigh temperature alloys, Intermetallics 88 (2017) 19-27."
alloy83,60,16,0,0,0,0,24,0,0,0,0,0,4.6,1.5832,17.78,-32.1024,7.8336,-51.14423654,2430.79,687.46,6.962811,1.4266,362.4864,78.8727,9.7756,0.593159282,0.081973702,1.896016,0.76072,0.0004304,220.28,3352,36.44,82.131182,2430.64,86.84,4641.56,605.36,28.784,658.2,82.9,1.5832,1.26684,57.16,20.336,362.7024,362.7024,408.6624,186,158.16,0.000167763,122.6,143.72,114.96,7.07744,11.79588,24.01264,0.33964,61.508,0.000006164,4.59616,0.000160191,5.84,148.08,133.92,0.899421889,0.227339482,2.16998E-08,218.6016,270336,96.0864,556.8642135,171656.3904,537.0144,430032.5664,11606.8704,100.556544,10850.16,836.76,0.03161376,0.044311094,150.3744,111.650304,6206.92233,6206.92233,9264.880122,1082.4,444.3744,8.41057E-09,47.04,154.7616,36.2784,5.019756086,1.735359226,3.49694759,0.02643887,1622.809536,2.8583E-12,7.191713414,1.34339E-07,0.2544,52.9536,75.2736,8.24,"Y. Qiao, X. Guo, Y. Zeng, Study of the effects of Zr addition on the microstructure and properties of Nb-Ti-Si based ultrahigh temperature alloys, Intermetallics 88 (2017) 19-27."
alloy84,66,16,18,0,0,0,0,0,0,0,0,0,4.66,1.6372,11.689,-30.3072,7.284,-48.0397338,2434.45,719.17,6.768817,1.3908,357.8352,81.9138,7.5149,0.585093107,0.128980342,2.027836,1.88356,0.001088,222.38,3394,33.26,74.4278642,2434.3,97.7,4459.7,586.148,29.168,640.92,79.57,1.6372,1.26066,57.76,25.178,358.0728,358.0728,389.2974,180.12,154.8,0.000188349,120.68,140.06,112.32,6.84026,10.99548,23.91304,0.38296,63.224,0.000006782,4.87216,0.000160171,6.08,144.9,130.92,0.876440699,4.027260686,2.41306E-06,177.3156,333156,121.7124,695.9724978,198935.13,506.73,615583.29,17231.0989,96.542976,16503.5136,1427.5641,0.01366416,0.054076544,141.9024,158.681316,6696.692348,6696.692348,7204.398099,978.4656,367.68,7.47579E-09,44.6976,127.3764,29.3376,6.209449952,0.22026697,3.269489318,0.030036398,1544.451024,3.57028E-12,7.014457094,1.34345E-07,0.0336,9.21,37.4736,6.19,"Q. Wang, T.-y. Zhao, R.-r. Chen, X.-w. Wang, Q. Xu, S. Wang, H.-z. Fu, Collaborative optimization of microstructure, phase composition and room-temperature fracture toughness of Nb−Si based alloys using Ti, Zr and Hf elements, Transactions of Nonferrous Metals Society of China 34(1) (2024) 194-202."
alloy85,62,16,18,0,0,0,4,0,0,0,0,0,4.62,1.6264,13.14,-30.224,8.5386,-50.7983544,2409.57,718.21,6.685603,1.3977,357.5616,82.0175,8.0365,0.680729037,0.132206489,1.986636,1.84492,0.0010984,220.98,3406.8,33.22,74.3605694,2409.42,96.22,4446.3,581.628,28.864,636,77.77,1.6264,1.25038,57.6,24.746,357.7848,357.7848,396.6694,180.44,155.24,0.000183229,120.76,140.34,112.52,6.7579,11.12228,23.94344,0.38348,61.984,0.000006718,4.70016,0.000160182,6.04,145.46,131.36,0.873328945,4.119783394,2.40134E-06,205.8196,339289.76,121.1316,693.5941692,198082.2436,537.6916,604957.09,16873.00642,100.200704,16178.4,1481.8161,0.01726704,0.056605836,144.04,161.067684,6714.622537,6714.622537,7640.32805,992.3664,380.4224,7.60675E-09,45.5424,133.1444,31.7696,6.08732325,0.566968602,3.333436326,0.02992021,1604.972944,3.60228E-12,7.095696134,1.34342E-07,0.0784,17.9684,44.8304,10.32,"Q. Wang, T.-y. Zhao, R.-r. Chen, X.-w. Wang, Q. Xu, S. Wang, H.-z. Fu, Collaborative optimization of microstructure, phase composition and room-temperature fracture toughness of Nb−Si based alloys using Ti, Zr and Hf elements, Transactions of Nonferrous Metals Society of China 34(1) (2024) 194-202."
alloy86,62,16,18,0,0,4,0,0,0,0,0,0,4.62,1.6252,13.421,-30.5056,8.5386,-51.20564259,2424.29,714.74,7.014589,1.3967,357.4192,82.0801,7.9182,0.678565332,0.136186398,1.963276,5.99756,0.001872,220.98,3375.2,34.5,77.8512094,2424.54,96.62,4454.06,581.948,29.1,636.336,76.126,1.6252,1.24454,57.64,24.286,357.6424,357.6424,396.2858,180.52,155.24,0.000181689,120.8,140.26,112.56,7.02986,11.098248,23.95824,0.37812,61.996,0.000006726,4.73616,0.000160177,6.06,145.42,131.32,0.907759529,404.191433,1.6086E-05,205.8196,338404.96,177.81,1103.752123,195058.8484,518.9556,610060.3764,16866.1021,96.976,16163.6375,1667.252724,0.01801296,0.060302088,143.3904,173.456404,6724.958954,6724.958954,7553.306548,996.6096,380.4224,7.8923E-09,46.08,131.1124,32.4864,7.7281232,0.441986052,3.380623462,0.031740466,1604.033584,3.58752E-12,6.961188614,1.34343E-07,0.0464,16.8436,43.7776,6.84,"Q. Wang, T.-y. Zhao, R.-r. Chen, X.-w. Wang, Q. Xu, S. Wang, H.-z. Fu, Collaborative optimization of microstructure, phase composition and room-temperature fracture toughness of Nb−Si based alloys using Ti, Zr and Hf elements, Transactions of Nonferrous Metals Society of China 34(1) (2024) 194-202."
alloy87,58,16,18,0,0,4,4,0,0,0,0,0,4.58,1.6144,14.614,-30.9344,9.7717,-54.3807147,2399.41,713.19,6.929361,1.4037,357.1456,82.1823,8.3819,0.757936624,0.139086563,1.922076,5.95892,0.0018824,219.58,3388,34.46,77.7839146,2399.66,95.14,4440.66,577.428,28.796,631.416,74.326,1.6144,1.23426,57.48,23.854,357.3544,357.3544,403.6578,180.84,155.68,0.000176569,120.88,140.54,112.76,6.9475,11.225048,23.98864,0.37864,60.756,0.000006662,4.56416,0.000160188,6.02,145.98,131.76,0.899328032,404.6018856,1.6058E-05,230.4036,345020,177.3284,1101.834541,193720.3044,546.7204,599283.0244,16470.04162,100.592384,15793.41734,1709.106324,0.02135664,0.062499952,145.4896,175.072084,6742.641233,6742.641233,7886.199529,1010.2544,392.7776,7.95506E-09,46.9056,136.7684,34.8224,7.63722741,0.762625719,3.44182231,0.03162931,1661.510064,3.61236E-12,6.995643654,1.3434E-07,0.0896,25.0196,50.7824,10.92,"Q. Wang, T.-y. Zhao, R.-r. Chen, X.-w. Wang, Q. Xu, S. Wang, H.-z. Fu, Collaborative optimization of microstructure, phase composition and room-temperature fracture toughness of Nb−Si based alloys using Ti, Zr and Hf elements, Transactions of Nonferrous Metals Society of China 34(1) (2024) 194-202."
alloy88,58,16,22,0,0,0,4,0,0,0,0,0,4.58,1.624,13.241,-30.2752,8.9044,-51.44282872,2377.21,721.67,6.528745,1.3991,356.1632,82.7695,8.0684,0.699173869,0.136782274,1.960996,2.04292,0.0012584,219.58,3433.2,32.46,72.5589946,2377.06,96.66,4388.02,571.332,28.544,625.6,74.63,1.624,1.2353,57.52,25.246,356.372,356.372,402.1954,179.56,155.08,0.000180977,120.44,139.9,112.2,6.59538,11.11348,23.96184,0.3938,60.712,0.00000677,4.53216,0.000160192,6.04,145.5,131.28,0.85970467,4.785491074,2.79225E-06,230.4036,359881.76,123.1684,704.6669975,201171.9764,550.0644,619953.6996,17391.51298,103.979264,16756.64,1666.1341,0.017532,0.06174329,144.9296,169.921684,6839.90512,6839.90512,7640.798865,980.0464,378.2336,7.48629E-09,45.2864,131.93,32,6.132224276,0.57377769,3.365723174,0.03003084,1664.879056,3.7277E-12,7.101125894,1.34339E-07,0.0784,18.05,44.5616,10.95,"Q. Wang, T.-y. Zhao, R.-r. Chen, X.-w. Wang, Q. Xu, S. Wang, H.-z. Fu, Collaborative optimization of microstructure, phase composition and room-temperature fracture toughness of Nb−Si based alloys using Ti, Zr and Hf elements, Transactions of Nonferrous Metals Society of China 34(1) (2024) 194-202."
alloy89,58,16,22,0,0,4,0,0,0,0,0,0,4.58,1.6288,13.517,-30.6592,8.9044,-51.95790149,2391.93,719.29,6.857649,1.3981,356.0208,82.8291,7.9516,0.694692017,0.14083014,1.937636,6.19556,0.002032,219.58,3401.6,33.74,76.0496346,2392.18,97.06,4395.78,571.652,28.78,625.936,72.986,1.6228,1.22946,57.56,24.786,356.2296,356.2296,401.8118,179.64,155.08,0.000179437,120.48,139.82,112.24,6.86734,11.089448,23.97664,0.38844,60.724,0.000006778,4.56816,0.000160187,6.06,145.46,131.24,0.892937353,403.2126952,1.62294E-05,230.4036,360665.44,181.7924,1127.402249,199127.1476,530.9764,625961.4916,17391.1981,100.9056,16748.8663,1841.246404,0.01827216,0.065263408,144.2864,182.770404,6849.839172,6849.839172,7558.016911,984.4304,378.2336,7.7649E-09,45.8496,129.8276,32.7424,7.861422104,0.448372177,3.41236567,0.031961726,1663.970224,3.71212E-12,6.978714374,1.3434E-07,0.0464,16.9284,43.5024,7.55,"Q. Wang, T.-y. Zhao, R.-r. Chen, X.-w. Wang, Q. Xu, S. Wang, H.-z. Fu, Collaborative optimization of microstructure, phase composition and room-temperature fracture toughness of Nb−Si based alloys using Ti, Zr and Hf elements, Transactions of Nonferrous Metals Society of China 34(1) (2024) 194-202."
alloy90,54,16,22,0,0,4,4,0,0,0,0,0,4.54,1.612,14.685,-30.4896,10.1146,-54.43136393,2367.05,715.95,6.774129,1.405,355.7472,82.9257,8.4068,0.785243622,0.143115701,1.896436,6.15692,0.0020424,218.18,3414.4,33.7,75.9823398,2367.3,95.58,4382.38,567.132,28.476,621.016,71.186,1.612,1.21918,57.4,24.354,355.9416,355.9416,409.1838,179.96,155.52,0.000174317,120.56,140.1,112.44,6.78498,11.216248,24.00704,0.38896,59.484,0.000006714,4.39616,0.000160198,6.02,146.02,131.68,0.88239312,403.6384493,1.6198E-05,251.0676,366604.64,181.25,1125.242194,196178.37,560.0436,613622.2356,16902.06178,104.327424,16276.31014,1871.796004,0.021564,0.067151228,146.36,184.818084,6866.707677,6866.707677,7809.434548,998.6384,390.7296,7.8046E-09,46.7264,135.73,35.2064,7.74375602,0.771243524,3.472445798,0.031839838,1718.292144,3.7436E-12,6.955377414,1.34337E-07,0.0896,25.0596,50.5776,11.62,"Q. Wang, T.-y. Zhao, R.-r. Chen, X.-w. Wang, Q. Xu, S. Wang, H.-z. Fu, Collaborative optimization of microstructure, phase composition and room-temperature fracture toughness of Nb−Si based alloys using Ti, Zr and Hf elements, Transactions of Nonferrous Metals Society of China 34(1) (2024) 194-202."
alloy91,64,16,16,0,0,4,0,0,0,0,0,0,4.64,1.6644,22.479,-30.4384,8.3207,-50.74481873,2440.47,711.55,7.092967,1.3961,358.1184,81.6941,7.9009,0.667131608,0.133292813,1.976096,5.89856,0.001792,221.68,3362,34.88,78.7519968,2440.72,96.4,4483.2,587.096,29.26,641.536,77.696,1.6264,1.25208,57.68,24.036,358.3488,358.3488,393.5228,180.96,155.32,0.000182815,120.96,140.48,112.72,7.11112,11.102648,23.94904,0.37296,62.632,0.0000067,4.82016,0.000160172,6.06,145.4,131.36,0.91467756,404.6513989,1.59951E-05,192.0576,326752,175.3856,1089.492806,192239.3216,512.8,599562.4,16524.04838,94.9344,15789.9031,1572.861184,0.01787904,0.057650874,142.9376,168.611904,6661.021843,6661.021843,7528.04886,1002.1184,381.4976,7.9522E-09,46.1184,131.6096,32.2816,7.641664186,0.43873491,3.364498438,0.031549958,1572.851776,3.5232E-12,6.931257734,1.34345E-07,0.0464,16.8,43.9104,7.07,"Q. Wang, C. Zhou, S. Wang, R. Chen, Effect of Zr and Hf additions on microstructure and mechanical properties of Nb–Si based ultrahigh temperature alloys, J. Mater. Res. Technol. 9(6) (2020) 15585-15592."
alloy92,64,16,16,0,0,3,1,0,0,0,0,0,4.64,1.6267,13.301,-30.4832,8.5077,-51.21467828,2436.79,712.61,7.010577,1.3963,358.154,81.6781,7.931,0.680095209,0.135255915,1.981936,4.8604,0.0015986,221.68,3369.9,34.56,77.8793368,2436.94,96.3,4481.26,587.016,29.201,641.452,78.107,1.6267,1.25354,57.67,24.151,358.3844,358.3844,393.6187,180.94,155.32,0.0001832,120.95,140.5,112.71,7.04313,11.108656,23.94534,0.3743,62.629,0.000006698,4.81116,0.000160173,6.055,145.41,131.37,0.906022494,307.6612594,1.26552E-05,192.0576,327368.99,161.7664,990.810086,193160.3564,517.47,598410.9324,16526.61734,95.769899,15794.4885,1525.718251,0.01769211,0.056711188,143.1011,165.611899,6658.391245,6658.391245,7550.361769,1001.0764,381.4976,7.88039E-09,45.9875,132.11,32.1059,7.256381853,0.470035965,3.352674644,0.03111411,1573.090459,3.5268E-12,6.966639614,1.34345E-07,0.054475,17.0819,44.1731,7.1,"Q. Wang, C. Zhou, S. Wang, R. Chen, Effect of Zr and Hf additions on microstructure and mechanical properties of Nb–Si based ultrahigh temperature alloys, J. Mater. Res. Technol. 9(6) (2020) 15585-15592."
